Interval=	0.00025 s		
ExcelDateTime=	4.2864586874586385e+004	5/9/2017 14:05:05.964264		
TimeFormat=	StartOfBlock		
DateFormat=			
ChannelTitle=	RTA	RMG	LTA	LMG	Trigger	Vicon	Stim Voltage
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
70.92725	-0.354	1.854	-0.820	0.429	-0.000	0.243	-0.002
70.9275	-0.231	1.640	-1.015	0.427	0.000	0.243	-0.003
70.92775	-0.124	1.419	-1.098	0.424	-0.000	0.244	-0.003
70.928	-0.037	1.178	-1.125	0.417	0.001	0.243	-0.003
70.92825	0.028	0.928	-1.147	0.390	0.000	0.243	-0.003
70.9285	0.073	0.698	-1.194	0.328	-0.000	0.243	-0.002
70.92875	0.101	0.516	-1.264	0.229	0.000	0.244	-0.003
70.929	0.115	0.395	-1.335	0.102	0.000	0.243	-0.002
70.92925	0.117	0.331	-1.378	-0.030	0.000	0.243	-0.002
70.9295	0.111	0.302	-1.368	-0.147	0.000	0.244	-0.003
70.92975	0.103	0.286	-1.296	-0.235	0.000	0.243	-0.003
70.93	0.096	0.268	-1.165	-0.293	0.000	0.243	-0.002
70.93025	0.094	0.249	-0.992	-0.326	0.001	0.244	-0.003
70.9305	0.099	0.237	-0.791	-0.342	0.000	0.244	-0.002
70.93075	0.110	0.243	-0.572	-0.343	0.000	0.243	-0.002
70.931	0.123	0.273	-0.336	-0.325	0.001	0.243	-0.002
70.93125	0.135	0.325	-0.075	-0.282	0.001	0.244	-0.002
70.9315	0.142	0.391	0.215	-0.211	0.000	0.243	-0.002
70.93175	0.145	0.461	0.530	-0.120	0.001	0.244	-0.003
70.932	0.144	0.529	0.840	-0.021	0.000	0.243	-0.002
70.93225	0.142	0.598	1.093	0.068	0.001	0.243	-0.002
70.9325	0.141	0.672	1.219	0.131	0.000	0.243	-0.002
70.93275	0.141	0.758	1.151	0.166	0.001	0.243	-0.002
70.933	0.141	0.861	0.849	0.181	0.000	0.243	-0.003
70.93325	0.139	0.982	0.318	0.191	0.000	0.243	-0.003
70.9335	0.133	1.117	-0.381	0.211	0.000	0.243	-0.002
70.93375	0.122	1.256	-1.144	0.248	0.000	0.243	-0.003
70.934	0.108	1.389	-1.842	0.297	0.001	0.243	-0.003
70.93425	0.095	1.508	-2.361	0.340	0.000	0.243	-0.003
70.9345	0.083	1.607	-2.628	0.356	0.001	0.244	-0.002
70.93475	0.075	1.690	-2.622	0.328	0.000	0.243	-0.002
70.935	0.070	1.768	-2.376	0.253	0.000	0.243	-0.002
70.93525	0.066	1.857	-1.952	0.140	0.001	0.243	-0.002
70.9355	0.062	1.970	-1.421	0.013	0.000	0.244	-0.003
70.93575	0.057	2.108	-0.841	-0.106	0.000	0.243	-0.002
70.936	0.051	2.257	-0.250	-0.196	0.000	0.244	-0.003
70.93625	0.047	2.387	0.329	-0.253	0.000	0.243	-0.003
70.9365	0.046	2.462	0.879	-0.284	0.001	0.243	-0.003
70.93675	0.049	2.457	1.374	-0.302	0.000	0.243	-0.003
70.937	0.055	2.365	1.780	-0.322	0.001	0.244	-0.003
70.93725	0.061	2.210	2.058	-0.354	0.000	0.243	-0.003
70.9375	0.065	2.031	2.170	-0.396	0.001	0.243	-0.003
70.93775	0.064	1.871	2.094	-0.442	0.000	0.243	-0.002
70.938	0.061	1.762	1.831	-0.484	0.000	0.244	-0.003
70.93825	0.055	1.709	1.403	-0.516	0.001	0.244	-0.003
70.9385	0.049	1.694	0.857	-0.532	0.001	0.243	-0.003
70.93875	0.045	1.689	0.256	-0.526	0.001	0.243	-0.003
70.939	0.042	1.664	-0.333	-0.491	0.001	0.243	-0.002
70.93925	0.039	1.603	-0.838	-0.414	0.000	0.243	-0.002
70.9395	0.034	1.501	-1.205	-0.284	0.000	0.244	-0.003
70.93975	0.029	1.356	-1.400	-0.102	0.001	0.243	-0.002
70.94	0.027	1.163	-1.424	0.117	0.000	0.243	-0.002
70.94025	0.032	0.909	-1.312	0.340	0.000	0.243	-0.002
70.9405	0.048	0.575	-1.127	0.530	0.001	0.243	-0.002
70.94075	0.077	0.157	-0.941	0.654	0.001	0.243	-0.002
70.941	0.115	-0.330	-0.816	0.703	0.001	0.243	-0.002
70.94125	0.156	-0.847	-0.779	0.693	0.000	0.243	-0.003
70.9415	0.192	-1.341	-0.820	0.658	0.000	0.243	-0.002
70.94175	0.219	-1.764	-0.891	0.632	0.000	0.243	-0.002
70.942	0.234	-2.095	-0.930	0.636	0.000	0.243	-0.003
70.94225	0.239	-2.342	-0.885	0.663	0.000	0.244	-0.003
70.9425	0.238	-2.538	-0.729	0.684	0.001	0.243	-0.003
70.94275	0.233	-2.722	-0.474	0.668	0.000	0.243	-0.002
70.943	0.224	-2.914	-0.157	0.601	4.221	0.243	-1.251
70.94325	0.209	-3.105	0.170	0.494	4.956	0.244	-1.316
